subID,year,year2018,age_2018,age_2018.c,age_engagement,rank,ave_rank,hours.btw,hours.wtn,hours.btw.c,hours.wtn.c,hours_cat
S201,2017,-1,18,2.14,3,52,85.57,7.063857143,7.571,0.639157276,0.507142857,high
S201,2018,0,18,2.14,3,71,85.57,7.063857143,7.491,0.639157276,0.427142857,high
S203,2010,-8,15,-0.86,2,NA,133,6.8545,NA,0.429800133,NA,high
S203,2011,-7,15,-0.86,2,NA,133,6.8545,NA,0.429800133,NA,high
S203,2012,-6,15,-0.86,2,NA,133,6.8545,NA,0.429800133,NA,high
S203,2013,-5,15,-0.86,2,NA,133,6.8545,NA,0.429800133,NA,high
S203,2014,-4,15,-0.86,2,NA,133,6.8545,NA,0.429800133,NA,high
S203,2015,-3,15,-0.86,2,194,133,6.8545,6.4195,0.429800133,-0.435,high
S203,2016,-2,15,-0.86,2,154,133,6.8545,6.1095,0.429800133,-0.745,high
S203,2017,-1,15,-0.86,2,102,133,6.8545,7.4495,0.429800133,0.595,high
S203,2018,0,15,-0.86,2,82,133,6.8545,7.4395,0.429800133,0.585,high
S207,2010,-8,18,2.14,1.5,NA,75.57,7.932,NA,1.507300133,NA,highest
S207,2011,-7,18,2.14,1.5,NA,75.57,7.932,NA,1.507300133,NA,highest
S207,2012,-6,18,2.14,1.5,107,75.57,7.932,7.706285714,1.507300133,-0.225714286,highest
S207,2013,-5,18,2.14,1.5,68,75.57,7.932,8.116285714,1.507300133,0.184285714,highest
S207,2014,-4,18,2.14,1.5,99,75.57,7.932,6.936285714,1.507300133,-0.995714286,highest
S207,2015,-3,18,2.14,1.5,64,75.57,7.932,8.366285714,1.507300133,0.434285714,highest
S207,2016,-2,18,2.14,1.5,52,75.57,7.932,8.056285714,1.507300133,0.124285714,highest
S207,2017,-1,18,2.14,1.5,66,75.57,7.932,8.416285714,1.507300133,0.484285714,highest
S207,2018,0,18,2.14,1.5,73,75.57,7.932,7.926285714,1.507300133,-0.005714286,highest
S208,2010,-8,16,0.14,6,NA,126,7.3612,NA,0.936500133,NA,highest
S208,2011,-7,16,0.14,6,NA,126,7.3612,NA,0.936500133,NA,highest
S208,2012,-6,16,0.14,6,NA,126,7.3612,NA,0.936500133,NA,highest
S208,2013,-5,16,0.14,6,NA,126,7.3612,NA,0.936500133,NA,highest
S208,2014,-4,16,0.14,6,154,126,7.3612,7.0432,0.936500133,-0.318,highest
S208,2015,-3,16,0.14,6,161,126,7.3612,6.7632,0.936500133,-0.598,highest
S208,2016,-2,16,0.14,6,132,126,7.3612,7.3032,0.936500133,-0.058,highest
S208,2017,-1,16,0.14,6,119,126,7.3612,7.7532,0.936500133,0.392,highest
S208,2018,0,16,0.14,6,64,126,7.3612,7.9432,0.936500133,0.582,highest
S209,2010,-8,17,1.14,1.5,NA,117.67,7.251166667,NA,0.8264668,NA,highest
S209,2011,-7,17,1.14,1.5,NA,117.67,7.251166667,NA,0.8264668,NA,highest
S209,2012,-6,17,1.14,1.5,NA,117.67,7.251166667,NA,0.8264668,NA,highest
S209,2013,-5,17,1.14,1.5,117,117.67,7.251166667,8.026166667,0.8264668,0.775,highest
S209,2014,-4,17,1.14,1.5,118,117.67,7.251166667,6.716166667,0.8264668,-0.535,highest
S209,2015,-3,17,1.14,1.5,124,117.67,7.251166667,6.976166667,0.8264668,-0.275,highest
S209,2016,-2,17,1.14,1.5,136,117.67,7.251166667,6.346166667,0.8264668,-0.905,highest
S209,2017,-1,17,1.14,1.5,102,117.67,7.251166667,7.986166667,0.8264668,0.735,highest
S209,2018,0,17,1.14,1.5,109,117.67,7.251166667,7.456166667,0.8264668,0.205,highest
S211,2010,-8,18,2.14,2,NA,62.29,7.772142857,NA,1.34744299,NA,highest
S211,2011,-7,18,2.14,2,NA,62.29,7.772142857,NA,1.34744299,NA,highest
S211,2012,-6,18,2.14,2,106,62.29,7.772142857,7.365,1.34744299,-0.407142857,highest
S211,2013,-5,18,2.14,2,82,62.29,7.772142857,7.225,1.34744299,-0.547142857,highest
S211,2014,-4,18,2.14,2,88,62.29,7.772142857,7.285,1.34744299,-0.487142857,highest
S211,2015,-3,18,2.14,2,66,62.29,7.772142857,7.455,1.34744299,-0.317142857,highest
S211,2016,-2,18,2.14,2,41,62.29,7.772142857,8.365,1.34744299,0.592857143,highest
S211,2017,-1,18,2.14,2,35,62.29,7.772142857,8.395,1.34744299,0.622857143,highest
S211,2018,0,18,2.14,2,18,62.29,7.772142857,8.315,1.34744299,0.542857143,highest
S214,2010,-8,18,2.14,3,NA,109.43,7.065714286,NA,0.641014419,NA,high
S214,2011,-7,18,2.14,3,NA,109.43,7.065714286,NA,0.641014419,NA,high
S214,2012,-6,18,2.14,3,139,109.43,7.065714286,6.032857143,0.641014419,-1.032857143,high
S214,2013,-5,18,2.14,3,149,109.43,7.065714286,6.782857143,0.641014419,-0.282857143,high
S214,2014,-4,18,2.14,3,108,109.43,7.065714286,7.462857143,0.641014419,0.397142857,high
S214,2015,-3,18,2.14,3,126,109.43,7.065714286,6.922857143,0.641014419,-0.142857143,high
S214,2016,-2,18,2.14,3,73,109.43,7.065714286,7.152857143,0.641014419,0.087142857,high
S214,2017,-1,18,2.14,3,102,109.43,7.065714286,7.452857143,0.641014419,0.387142857,high
S214,2018,0,18,2.14,3,69,109.43,7.065714286,7.652857143,0.641014419,0.587142857,high
S216,2010,-8,16,0.14,7,NA,67.2,8.3426,NA,1.917900133,NA,highest
S216,2011,-7,16,0.14,7,NA,67.2,8.3426,NA,1.917900133,NA,highest
S216,2012,-6,16,0.14,7,NA,67.2,8.3426,NA,1.917900133,NA,highest
S216,2013,-5,16,0.14,7,NA,67.2,8.3426,NA,1.917900133,NA,highest
S216,2014,-4,16,0.14,7,84,67.2,8.3426,7.3306,1.917900133,-1.012,highest
S216,2015,-3,16,0.14,7,86,67.2,8.3426,7.8306,1.917900133,-0.512,highest
S216,2016,-2,16,0.14,7,54,67.2,8.3426,8.8606,1.917900133,0.518,highest
S216,2017,-1,16,0.14,7,63,67.2,8.3426,8.9406,1.917900133,0.598,highest
S216,2018,0,16,0.14,7,49,67.2,8.3426,8.7506,1.917900133,0.408,highest
S217,2010,-8,18,2.14,1.5,NA,108.29,6.760571429,NA,0.335871562,NA,high
S217,2011,-7,18,2.14,1.5,NA,108.29,6.760571429,NA,0.335871562,NA,high
S217,2012,-6,18,2.14,1.5,128,108.29,6.760571429,6.152,0.335871562,-0.608571429,high
S217,2013,-5,18,2.14,1.5,124,108.29,6.760571429,5.932,0.335871562,-0.828571429,high
S217,2014,-4,18,2.14,1.5,126,108.29,6.760571429,6.262,0.335871562,-0.498571429,high
S217,2015,-3,18,2.14,1.5,125,108.29,6.760571429,6.462,0.335871562,-0.298571429,high
S217,2016,-2,18,2.14,1.5,102,108.29,6.760571429,7.692,0.335871562,0.931428571,high
S217,2017,-1,18,2.14,1.5,78,108.29,6.760571429,7.352,0.335871562,0.591428571,high
S217,2018,0,18,2.14,1.5,75,108.29,6.760571429,7.472,0.335871562,0.711428571,high
S219,2010,-8,17,1.14,2,NA,163.17,5.996333334,NA,-0.428366533,NA,low
S219,2011,-7,17,1.14,2,NA,163.17,5.996333334,NA,-0.428366533,NA,low
S219,2012,-6,17,1.14,2,NA,163.17,5.996333334,NA,-0.428366533,NA,low
S219,2013,-5,17,1.14,2,237,163.17,5.996333334,5.049666667,-0.428366533,-0.946666667,low
S219,2014,-4,17,1.14,2,218,163.17,5.996333334,5.769666667,-0.428366533,-0.226666667,low
S219,2015,-3,17,1.14,2,175,163.17,5.996333334,5.489666667,-0.428366533,-0.506666667,low
S219,2016,-2,17,1.14,2,140,163.17,5.996333334,6.589666667,-0.428366533,0.593333333,low
S219,2017,-1,17,1.14,2,93,163.17,5.996333334,6.399666667,-0.428366533,0.403333333,low
S219,2018,0,17,1.14,2,116,163.17,5.996333334,6.679666667,-0.428366533,0.683333333,low
S221,2010,-8,18,2.14,3,NA,97.29,7.141571428,NA,0.716871561,NA,high
S221,2011,-7,18,2.14,3,NA,97.29,7.141571428,NA,0.716871561,NA,high
S221,2012,-6,18,2.14,3,146,97.29,7.141571428,6.987285714,0.716871561,-0.154285714,high
S221,2013,-5,18,2.14,3,96,97.29,7.141571428,7.197285714,0.716871561,0.055714286,high
S221,2014,-4,18,2.14,3,114,97.29,7.141571428,6.787285714,0.716871561,-0.354285714,high
S221,2015,-3,18,2.14,3,111,97.29,7.141571428,6.287285714,0.716871561,-0.854285714,high
S221,2016,-2,18,2.14,3,80,97.29,7.141571428,7.587285714,0.716871561,0.445714286,high
S221,2017,-1,18,2.14,3,45,97.29,7.141571428,7.507285714,0.716871561,0.365714286,high
S221,2018,0,18,2.14,3,89,97.29,7.141571428,7.637285714,0.716871561,0.495714286,high
S224,2010,-8,16,0.14,3,NA,91.2,8.1594,NA,1.734700133,NA,highest
S224,2011,-7,16,0.14,3,NA,91.2,8.1594,NA,1.734700133,NA,highest
S224,2012,-6,16,0.14,3,NA,91.2,8.1594,NA,1.734700133,NA,highest
S224,2013,-5,16,0.14,3,NA,91.2,8.1594,NA,1.734700133,NA,highest
S224,2014,-4,16,0.14,3,132,91.2,8.1594,8.1734,1.734700133,0.014,highest
S224,2015,-3,16,0.14,3,101,91.2,8.1594,8.2434,1.734700133,0.084,highest
S224,2016,-2,16,0.14,3,95,91.2,8.1594,7.3734,1.734700133,-0.786,highest
S224,2017,-1,16,0.14,3,69,91.2,8.1594,8.4634,1.734700133,0.304,highest
S224,2018,0,16,0.14,3,59,91.2,8.1594,8.5434,1.734700133,0.384,highest
S225,2010,-8,18,2.14,2,NA,97.29,7.014285714,NA,0.589585847,NA,high
S225,2011,-7,18,2.14,2,NA,97.29,7.014285714,NA,0.589585847,NA,high
S225,2012,-6,18,2.14,2,104,97.29,7.014285714,6.624285714,0.589585847,-0.39,high
S225,2013,-5,18,2.14,2,122,97.29,7.014285714,7.124285714,0.589585847,0.11,high
S225,2014,-4,18,2.14,2,98,97.29,7.014285714,6.544285714,0.589585847,-0.47,high
S225,2015,-3,18,2.14,2,128,97.29,7.014285714,6.884285714,0.589585847,-0.13,high
S225,2016,-2,18,2.14,2,99,97.29,7.014285714,6.754285714,0.589585847,-0.26,high
S225,2017,-1,18,2.14,2,62,97.29,7.014285714,7.694285714,0.589585847,0.68,high
S225,2018,0,18,2.14,2,68,97.29,7.014285714,7.474285714,0.589585847,0.46,high
S227,2010,-8,16,0.14,2,NA,147.6,6.35,NA,-0.074699867,NA,low
S227,2011,-7,16,0.14,2,NA,147.6,6.35,NA,-0.074699867,NA,low
S227,2012,-6,16,0.14,2,NA,147.6,6.35,NA,-0.074699867,NA,low
S227,2013,-5,16,0.14,2,NA,147.6,6.35,NA,-0.074699867,NA,low
S227,2014,-4,16,0.14,2,192,147.6,6.35,5.672,-0.074699867,-0.678,low
S227,2015,-3,16,0.14,2,178,147.6,6.35,5.372,-0.074699867,-0.978,low
S227,2016,-2,16,0.14,2,130,147.6,6.35,6.682,-0.074699867,0.332,low
S227,2017,-1,16,0.14,2,109,147.6,6.35,6.942,-0.074699867,0.592,low
S227,2018,0,16,0.14,2,129,147.6,6.35,7.082,-0.074699867,0.732,low
S228,2010,-8,18,2.14,3,NA,84.29,8.141,NA,1.716300133,NA,highest
S228,2011,-7,18,2.14,3,NA,84.29,8.141,NA,1.716300133,NA,highest
S228,2012,-6,18,2.14,3,131,84.29,8.141,7.632428571,1.716300133,-0.508571429,highest
S228,2013,-5,18,2.14,3,120,84.29,8.141,7.842428571,1.716300133,-0.298571429,highest
S228,2014,-4,18,2.14,3,83,84.29,8.141,8.112428571,1.716300133,-0.028571429,highest
S228,2015,-3,18,2.14,3,52,84.29,8.141,8.752428571,1.716300133,0.611428571,highest
S228,2016,-2,18,2.14,3,61,84.29,8.141,8.132428571,1.716300133,-0.008571429,highest
S228,2017,-1,18,2.14,3,67,84.29,8.141,7.942428571,1.716300133,-0.198571429,highest
S228,2018,0,18,2.14,3,76,84.29,8.141,8.572428571,1.716300133,0.431428571,highest
S229,2010,-8,17,1.14,2,NA,136.67,7.235666666,NA,0.810966799,NA,highest
S229,2011,-7,17,1.14,2,NA,136.67,7.235666666,NA,0.810966799,NA,highest
S229,2012,-6,17,1.14,2,NA,136.67,7.235666666,NA,0.810966799,NA,highest
S229,2013,-5,17,1.14,2,234,136.67,7.235666666,7.237333333,0.810966799,0.001666667,highest
S229,2014,-4,17,1.14,2,171,136.67,7.235666666,6.267333333,0.810966799,-0.968333333,highest
S229,2015,-3,17,1.14,2,154,136.67,7.235666666,7.107333333,0.810966799,-0.128333333,highest
S229,2016,-2,17,1.14,2,113,136.67,7.235666666,7.677333333,0.810966799,0.441666667,highest
S229,2017,-1,17,1.14,2,85,136.67,7.235666666,7.807333333,0.810966799,0.571666667,highest
S229,2018,0,17,1.14,2,63,136.67,7.235666666,7.317333333,0.810966799,0.081666667,highest
S230,2010,-8,16,0.14,2,NA,192.6,5.7052,NA,-0.719499867,NA,lowest
S230,2011,-7,16,0.14,2,NA,192.6,5.7052,NA,-0.719499867,NA,lowest
S230,2012,-6,16,0.14,2,NA,192.6,5.7052,NA,-0.719499867,NA,lowest
S230,2013,-5,16,0.14,2,NA,192.6,5.7052,NA,-0.719499867,NA,lowest
S230,2014,-4,16,0.14,2,249,192.6,5.7052,5.3152,-0.719499867,-0.39,lowest
S230,2015,-3,16,0.14,2,214,192.6,5.7052,5.1252,-0.719499867,-0.58,lowest
S230,2016,-2,16,0.14,2,208,192.6,5.7052,5.1152,-0.719499867,-0.59,lowest
S230,2017,-1,16,0.14,2,151,192.6,5.7052,6.5552,-0.719499867,0.85,lowest
S230,2018,0,16,0.14,2,141,192.6,5.7052,6.4152,-0.719499867,0.71,lowest
S232,2010,-8,16,0.14,3,NA,185.2,6.4904,NA,0.065700133,NA,low
S232,2011,-7,16,0.14,3,NA,185.2,6.4904,NA,0.065700133,NA,low
S232,2012,-6,16,0.14,3,NA,185.2,6.4904,NA,0.065700133,NA,low
S232,2013,-5,16,0.14,3,NA,185.2,6.4904,NA,0.065700133,NA,low
S232,2014,-4,16,0.14,3,237,185.2,6.4904,6.1344,0.065700133,-0.356,low
S232,2015,-3,16,0.14,3,251,185.2,6.4904,6.3644,0.065700133,-0.126,low
S232,2016,-2,16,0.14,3,166,185.2,6.4904,6.5344,0.065700133,0.044,low
S232,2017,-1,16,0.14,3,144,185.2,6.4904,6.6144,0.065700133,0.124,low
S232,2018,0,16,0.14,3,128,185.2,6.4904,6.8044,0.065700133,0.314,low
S233,2010,-8,16,0.14,4,NA,248,4.95,NA,-1.474699867,NA,lowest
S233,2011,-7,16,0.14,4,NA,248,4.95,NA,-1.474699867,NA,lowest
S233,2012,-6,16,0.14,4,NA,248,4.95,NA,-1.474699867,NA,lowest
S233,2013,-5,16,0.14,4,NA,248,4.95,NA,-1.474699867,NA,lowest
S233,2014,-4,16,0.14,4,344,248,4.95,4.43,-1.474699867,-0.52,lowest
S233,2015,-3,16,0.14,4,273,248,4.95,4.46,-1.474699867,-0.49,lowest
S233,2016,-2,16,0.14,4,258,248,4.95,4.25,-1.474699867,-0.7,lowest
S233,2017,-1,16,0.14,4,205,248,4.95,5.55,-1.474699867,0.6,lowest
S233,2018,0,16,0.14,4,160,248,4.95,6.06,-1.474699867,1.11,lowest
S234,2010,-8,16,0.14,2,NA,145.6,6.9898,NA,0.565100133,NA,high
S234,2011,-7,16,0.14,2,NA,145.6,6.9898,NA,0.565100133,NA,high
S234,2012,-6,16,0.14,2,NA,145.6,6.9898,NA,0.565100133,NA,high
S234,2013,-5,16,0.14,2,NA,145.6,6.9898,NA,0.565100133,NA,high
S234,2014,-4,16,0.14,2,215,145.6,6.9898,6.4978,0.565100133,-0.492,high
S234,2015,-3,16,0.14,2,154,145.6,6.9898,6.0278,0.565100133,-0.962,high
S234,2016,-2,16,0.14,2,142,145.6,6.9898,7.3178,0.565100133,0.328,high
S234,2017,-1,16,0.14,2,141,145.6,6.9898,7.3178,0.565100133,0.328,high
S234,2018,0,16,0.14,2,76,145.6,6.9898,7.7878,0.565100133,0.798,high
S235,2010,-8,16,0.14,2,NA,125.8,7.4186,NA,0.993900133,NA,highest
S235,2011,-7,16,0.14,2,NA,125.8,7.4186,NA,0.993900133,NA,highest
S235,2012,-6,16,0.14,2,NA,125.8,7.4186,NA,0.993900133,NA,highest
S235,2013,-5,16,0.14,2,NA,125.8,7.4186,NA,0.993900133,NA,highest
S235,2014,-4,16,0.14,2,192,125.8,7.4186,6.7326,0.993900133,-0.686,highest
S235,2015,-3,16,0.14,2,116,125.8,7.4186,7.3226,0.993900133,-0.096,highest
S235,2016,-2,16,0.14,2,142,125.8,7.4186,7.1126,0.993900133,-0.306,highest
S235,2017,-1,16,0.14,2,88,125.8,7.4186,7.8226,0.993900133,0.404,highest
S235,2018,0,16,0.14,2,91,125.8,7.4186,8.1026,0.993900133,0.684,highest
S236,2010,-8,15,-0.86,3,NA,346.5,2.44675,NA,-3.977949867,NA,lowest
S236,2011,-7,15,-0.86,3,NA,346.5,2.44675,NA,-3.977949867,NA,lowest
S236,2012,-6,15,-0.86,3,NA,346.5,2.44675,NA,-3.977949867,NA,lowest
S236,2013,-5,15,-0.86,3,NA,346.5,2.44675,NA,-3.977949867,NA,lowest
S236,2014,-4,15,-0.86,3,NA,346.5,2.44675,NA,-3.977949867,NA,lowest
S236,2015,-3,15,-0.86,3,389,346.5,2.44675,2.24925,-3.977949867,-0.1975,lowest
S236,2016,-2,15,-0.86,3,396,346.5,2.44675,1.91925,-3.977949867,-0.5275,lowest
S236,2017,-1,15,-0.86,3,348,346.5,2.44675,2.27925,-3.977949867,-0.1675,lowest
S236,2018,0,15,-0.86,3,253,346.5,2.44675,3.33925,-3.977949867,0.8925,lowest
S237,2010,-8,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2011,-7,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2012,-6,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2013,-5,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2014,-4,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2015,-3,14,-1.86,2,NA,134.33,6.471666666,NA,0.046966799,NA,low
S237,2016,-2,14,-1.86,2,155,134.33,6.471666666,5.818333333,0.046966799,-0.653333333,low
S237,2017,-1,14,-1.86,2,128,134.33,6.471666666,7.028333333,0.046966799,0.556666667,low
S237,2018,0,14,-1.86,2,120,134.33,6.471666666,6.568333333,0.046966799,0.096666667,low
S238,2010,-8,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2011,-7,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2012,-6,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2013,-5,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2014,-4,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2015,-3,14,-1.86,1.5,NA,153.33,6.858666667,NA,0.4339668,NA,high
S238,2016,-2,14,-1.86,1.5,199,153.33,6.858666667,6.468666667,0.4339668,-0.39,high
S238,2017,-1,14,-1.86,1.5,165,153.33,6.858666667,6.768666667,0.4339668,-0.09,high
S238,2018,0,14,-1.86,1.5,96,153.33,6.858666667,7.338666667,0.4339668,0.48,high
S239,2010,-8,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2011,-7,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2012,-6,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2013,-5,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2014,-4,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2015,-3,14,-1.86,2,NA,175.67,5.160666667,NA,-1.2640332,NA,lowest
S239,2016,-2,14,-1.86,2,219,175.67,5.160666667,4.620666667,-1.2640332,-0.54,lowest
S239,2017,-1,14,-1.86,2,177,175.67,5.160666667,5.060666667,-1.2640332,-0.1,lowest
S239,2018,0,14,-1.86,2,131,175.67,5.160666667,5.800666667,-1.2640332,0.64,lowest
S240,2010,-8,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2011,-7,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2012,-6,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2013,-5,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2014,-4,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2015,-3,14,-1.86,3,NA,131.67,7.034,NA,0.609300133,NA,high
S240,2016,-2,14,-1.86,3,161,131.67,7.034,6.694,0.609300133,-0.34,high
S240,2017,-1,14,-1.86,3,125,131.67,7.034,7.204,0.609300133,0.17,high
S240,2018,0,14,-1.86,3,109,131.67,7.034,7.204,0.609300133,0.17,high
S241,2010,-8,16,0.14,2,NA,164.8,6.3956,NA,-0.029099867,NA,low
S241,2011,-7,16,0.14,2,NA,164.8,6.3956,NA,-0.029099867,NA,low
S241,2012,-6,16,0.14,2,NA,164.8,6.3956,NA,-0.029099867,NA,low
S241,2013,-5,16,0.14,2,NA,164.8,6.3956,NA,-0.029099867,NA,low
S241,2014,-4,16,0.14,2,243,164.8,6.3956,6.4176,-0.029099867,0.022,low
S241,2015,-3,16,0.14,2,185,164.8,6.3956,6.0276,-0.029099867,-0.368,low
S241,2016,-2,16,0.14,2,190,164.8,6.3956,6.4376,-0.029099867,0.042,low
S241,2017,-1,16,0.14,2,129,164.8,6.3956,6.5976,-0.029099867,0.202,low
S241,2018,0,16,0.14,2,77,164.8,6.3956,6.4976,-0.029099867,0.102,low
S242,2010,-8,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2011,-7,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2012,-6,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2013,-5,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2014,-4,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2015,-3,14,-1.86,15,NA,165.67,6.129333333,NA,-0.295366534,NA,low
S242,2016,-2,14,-1.86,15,222,165.67,6.129333333,5.426,-0.295366534,-0.703333333,low
S242,2017,-1,14,-1.86,15,155,165.67,6.129333333,6.276,-0.295366534,0.146666667,low
S242,2018,0,14,-1.86,15,120,165.67,6.129333333,6.686,-0.295366534,0.556666667,low
S243,2010,-8,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2011,-7,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2012,-6,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2013,-5,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2014,-4,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2015,-3,14,-1.86,0.66,NA,147.67,6.556,NA,0.131300133,NA,low
S243,2016,-2,14,-1.86,0.66,187,147.67,6.556,5.969333333,0.131300133,-0.586666667,low
S243,2017,-1,14,-1.86,0.66,135,147.67,6.556,6.969333333,0.131300133,0.413333333,low
S243,2018,0,14,-1.86,0.66,121,147.67,6.556,6.729333333,0.131300133,0.173333333,low
S244,2010,-8,15,-0.86,3,NA,187,5.52025,NA,-0.904449867,NA,lowest
S244,2011,-7,15,-0.86,3,NA,187,5.52025,NA,-0.904449867,NA,lowest
S244,2012,-6,15,-0.86,3,NA,187,5.52025,NA,-0.904449867,NA,lowest
S244,2013,-5,15,-0.86,3,NA,187,5.52025,NA,-0.904449867,NA,lowest
S244,2014,-4,15,-0.86,3,NA,187,5.52025,NA,-0.904449867,NA,lowest
S244,2015,-3,15,-0.86,3,254,187,5.52025,4.70025,-0.904449867,-0.82,lowest
S244,2016,-2,15,-0.86,3,203,187,5.52025,5.61025,-0.904449867,0.09,lowest
S244,2017,-1,15,-0.86,3,164,187,5.52025,5.68025,-0.904449867,0.16,lowest
S244,2018,0,15,-0.86,3,127,187,5.52025,6.09025,-0.904449867,0.57,lowest
S245,2010,-8,15,-0.86,2,NA,144,6.447,NA,0.022300133,NA,low
S245,2011,-7,15,-0.86,2,NA,144,6.447,NA,0.022300133,NA,low
S245,2012,-6,15,-0.86,2,NA,144,6.447,NA,0.022300133,NA,low
S245,2013,-5,15,-0.86,2,NA,144,6.447,NA,0.022300133,NA,low
S245,2014,-4,15,-0.86,2,NA,144,6.447,NA,0.022300133,NA,low
S245,2015,-3,15,-0.86,2,175,144,6.447,5.6445,0.022300133,-0.8025,low
S245,2016,-2,15,-0.86,2,155,144,6.447,5.5045,0.022300133,-0.9425,low
S245,2017,-1,15,-0.86,2,133,144,6.447,7.2045,0.022300133,0.7575,low
S245,2018,0,15,-0.86,2,113,144,6.447,7.4345,0.022300133,0.9875,low
S246,2010,-8,16,0.14,2,NA,162,6.2474,NA,-0.177299867,NA,low
S246,2011,-7,16,0.14,2,NA,162,6.2474,NA,-0.177299867,NA,low
S246,2012,-6,16,0.14,2,NA,162,6.2474,NA,-0.177299867,NA,low
S246,2013,-5,16,0.14,2,NA,162,6.2474,NA,-0.177299867,NA,low
S246,2014,-4,16,0.14,2,241,162,6.2474,6.1174,-0.177299867,-0.13,low
S246,2015,-3,16,0.14,2,174,162,6.2474,6.1574,-0.177299867,-0.09,low
S246,2016,-2,16,0.14,2,168,162,6.2474,5.9674,-0.177299867,-0.28,low
S246,2017,-1,16,0.14,2,127,162,6.2474,6.2674,-0.177299867,0.02,low
S246,2018,0,16,0.14,2,100,162,6.2474,6.7274,-0.177299867,0.48,low
S248,2010,-8,17,1.14,2,NA,213.33,5.576833333,NA,-0.847866534,NA,lowest
S248,2011,-7,17,1.14,2,NA,213.33,5.576833333,NA,-0.847866534,NA,lowest
S248,2012,-6,17,1.14,2,NA,213.33,5.576833333,NA,-0.847866534,NA,lowest
S248,2013,-5,17,1.14,2,312,213.33,5.576833333,5.1235,-0.847866534,-0.453333333,lowest
S248,2014,-4,17,1.14,2,261,213.33,5.576833333,4.9235,-0.847866534,-0.653333333,lowest
S248,2015,-3,17,1.14,2,253,213.33,5.576833333,4.8335,-0.847866534,-0.743333333,lowest
S248,2016,-2,17,1.14,2,171,213.33,5.576833333,5.9535,-0.847866534,0.376666667,lowest
S248,2017,-1,17,1.14,2,177,213.33,5.576833333,5.9935,-0.847866534,0.416666667,lowest
S248,2018,0,17,1.14,2,106,213.33,5.576833333,6.6335,-0.847866534,1.056666667,lowest
S250,2010,-8,16,0.14,4,NA,204.4,5.4104,NA,-1.014299867,NA,lowest
S250,2011,-7,16,0.14,4,NA,204.4,5.4104,NA,-1.014299867,NA,lowest
S250,2012,-6,16,0.14,4,NA,204.4,5.4104,NA,-1.014299867,NA,lowest
S250,2013,-5,16,0.14,4,NA,204.4,5.4104,NA,-1.014299867,NA,lowest
S250,2014,-4,16,0.14,4,280,204.4,5.4104,4.4044,-1.014299867,-1.006,lowest
S250,2015,-3,16,0.14,4,210,204.4,5.4104,5.1444,-1.014299867,-0.266,lowest
S250,2016,-2,16,0.14,4,207,204.4,5.4104,5.2844,-1.014299867,-0.126,lowest
S250,2017,-1,16,0.14,4,192,204.4,5.4104,5.9844,-1.014299867,0.574,lowest
S250,2018,0,16,0.14,4,133,204.4,5.4104,6.2344,-1.014299867,0.824,lowest
S251,2010,-8,15,-0.86,2,NA,184.25,5.953,NA,-0.471699867,NA,low
